1  1.00e-03  0.5833392365  5.272286e-01 0.95
1  1.60e-03  0.5833212679  5.272286e-01 0.95
1  2.56e-03  0.5832925283  5.272286e-01 0.95
1  4.09e-03  0.5832464885  5.272286e-01 0.95
1  6.55e-03  0.5831728395  5.272286e-01 0.95
1  1.05e-02  0.5830548976  5.272286e-01 0.95
1  1.68e-02  0.5828659726  5.272286e-01 0.95
1  2.68e-02  0.5825631291  5.272286e-01 0.95
1  4.29e-02  0.5820772512  5.272286e-01 0.95
1  6.87e-02  0.5812964967  5.272286e-01 0.95
1  1.10e-01  0.5800378917  5.272286e-01 0.95
1  1.76e-01  0.5780003611  5.272286e-01 0.95
1  2.81e-01  0.5746811336  5.272286e-01 0.95
1  4.50e-01  0.5692195767  5.272286e-01 0.95
1  7.20e-01  0.5600986478  5.272286e-01 0.95
1  1.15e+00  0.5445789744  5.272286e-01 0.95
1  1.84e+00  0.5177820792  5.272286e-01 0.95
1  2.95e+00  0.4722683419  5.272286e-01 0.95
1  4.71e+00  0.4048491943  5.272286e-01 0.95
1  7.54e+00  0.3357133713  5.272286e-01 0.95
1  1.21e+01  0.2930868867  5.272286e-01 0.95
1  1.93e+01  0.2746720281  5.272286e-01 0.95
1  3.09e+01  0.2670382288  5.272286e-01 0.95
1  4.94e+01  0.2624514018  5.272286e-01 0.95
1  7.91e+01  0.2557941331  5.272286e-01 0.95
1  1.26e+02  0.2317788253  5.272286e-01 0.95
1  2.02e+02  0.100111444  5.272286e-01 0.95
1  3.24e+02  0.03198803499  5.272286e-01 0.95
1  5.18e+02  0.02511838382  5.272286e-01 0.95
1  8.29e+02  0.02387698655  5.272286e-01 0.95
1  1.33e+03  0.02355501523  5.272286e-01 0.95
1  2.12e+03  0.02345381621  5.272286e-01 0.95
1  3.39e+03  0.02342035121  5.272286e-01 0.95
1  5.43e+03  0.0234252705  5.272286e-01 0.95
1  8.69e+03  0.0237307623  5.272286e-01 0.95
1  1.39e+04  0.02809975897  5.272286e-01 0.95
1  2.22e+04  0.05242553577  5.272286e-01 0.95
1  3.56e+04  0.1133575388  5.272286e-01 0.95
1  5.69e+04  0.2036424664  5.272286e-01 0.95
1  9.10e+04  0.3040218175  5.272286e-01 0.95
1  1.46e+05  0.3941218072  5.272286e-01 0.95
1  2.33e+05  0.45130174  5.272286e-01 0.95
1  3.73e+05  0.5081306963  5.272286e-01 0.95
1  5.96e+05  0.5437104766  5.272286e-01 0.95
1  9.54e+05  0.5619330811  5.272286e-01 0.95
1  1.53e+06  0.5712825223  5.272286e-01 0.95
1  2.44e+06  0.5763101942  5.272286e-01 0.95
1  3.91e+06  0.5791444385  5.272286e-01 0.95
1  6.25e+06  0.5808000104  5.272286e-01 0.95
1  1.00e+07  0.5817908274  5.272286e-01 0.95
1  1.60e+07  0.5823932946  5.272286e-01 0.95
